jd,mm,dd,hh,t2C,ustar,G-rh2m,PARsun,PARshd,G3-O3,Prec.
204,7,22,9,3.59,0.73,0.627,789.5,64.4,41.43,0.488
204,7,22,10,3.79,0.71,0.644,804.3,66.0,42.74,0.488
204,7,22,11,3.99,0.70,0.661,810.7,66.7,43.67,0.488
204,7,22,12,4.19,0.68,0.678,995.9,81.9,44.51,0.703
204,7,22,13,4.61,0.67,0.679,986.8,81.0,45.17,0.703
204,7,22,14,5.02,0.67,0.680,967.1,78.8,45.77,0.703
204,7,22,15,5.43,0.66,0.680,606.8,48.7,46.19,0.338
204,7,22,16,4.69,0.60,0.726,564.9,43.8,46.43,0.338
204,7,22,17,3.94,0.54,0.772,483.9,35.3,46.34,0.338
204,7,22,18,3.20,0.47,0.818,176.1,11.5,45.81,0.141
204,7,22,19,2.78,0.44,0.859,0.0,0.0,45.06,0.141
204,7,22,20,2.35,0.41,0.901,0.0,0.0,43.98,0.141
204,7,22,21,1.93,0.37,0.942,0.0,0.0,42.90,0.095
204,7,22,22,1.92,0.36,0.937,0.0,0.0,42.09,0.095
204,7,22,23,1.91,0.34,0.932,0.0,0.0,41.60,0.095
205,7,23,0,1.91,0.33,0.926,0.0,0.0,41.29,0.045
205,7,23,1,1.76,0.32,0.935,0.0,0.0,41.14,0.045
205,7,23,2,1.62,0.31,0.944,0.0,0.0,41.04,0.045
205,7,23,3,1.48,0.30,0.953,0.0,0.0,41.00,0.038
205,7,23,4,1.85,0.33,0.928,0.0,0.0,41.20,0.038
205,7,23,5,2.21,0.35,0.903,509.5,33.8,41.34,0.038
205,7,23,6,2.58,0.40,0.878,769.5,56.5,41.72,0.023
205,7,23,7,3.74,0.44,0.804,885.6,68.9,42.22,0.023
205,7,23,8,4.91,0.48,0.729,946.4,76.0,43.19,0.023
205,7,23,9,6.07,0.54,0.654,989.7,80.7,44.57,0.002
205,7,23,10,7.04,0.56,0.599,1008.4,82.7,45.78,0.002
205,7,23,11,8.01,0.59,0.544,1016.5,83.6,46.76,0.002
205,7,23,12,8.99,0.61,0.488,1042.0,85.7,47.46,0.000
205,7,23,13,9.10,0.61,0.487,1032.6,84.7,47.80,0.000
205,7,23,14,9.22,0.60,0.486,1011.9,82.4,47.84,0.000
205,7,23,15,9.33,0.58,0.484,974.2,78.0,47.48,0.000
205,7,23,16,8.61,0.53,0.517,906.4,70.2,46.90,0.000
205,7,23,17,7.89,0.48,0.549,775.2,56.4,45.79,0.000
205,7,23,18,7.16,0.42,0.582,467.6,30.5,44.12,0.000
205,7,23,19,6.19,0.36,0.615,0.0,0.0,43.09,0.000
205,7,23,20,5.22,0.30,0.648,0.0,0.0,42.04,0.000
205,7,23,21,4.25,0.25,0.680,0.0,0.0,40.67,0.000
205,7,23,22,3.48,0.20,0.722,0.0,0.0,39.19,0.000
205,7,23,23,2.72,0.16,0.763,0.0,0.0,38.07,0.000
206,7,24,0,1.95,0.11,0.804,0.0,0.0,36.41,0.000
206,7,24,1,1.33,0.10,0.842,0.0,0.0,34.96,0.000
206,7,24,2,0.71,0.10,0.880,0.0,0.0,34.13,0.000
206,7,24,3,0.09,0.10,0.918,0.0,0.0,34.31,0.000
206,7,24,4,1.55,0.10,0.861,0.0,0.0,34.65,0.000
206,7,24,5,3.02,0.10,0.803,519.1,34.4,35.02,0.000
206,7,24,6,4.48,0.10,0.746,795.9,58.3,36.87,0.000
206,7,24,7,7.02,0.10,0.651,917.1,71.3,41.80,0.000
206,7,24,8,9.56,0.19,0.555,980.4,78.7,44.00,0.000
206,7,24,9,12.09,0.27,0.460,1015.8,82.8,44.65,0.000
206,7,24,10,13.09,0.31,0.459,1035.0,84.9,46.71,0.000
206,7,24,11,14.10,0.35,0.458,1043.4,85.7,48.60,0.000
206,7,24,12,15.10,0.34,0.457,935.8,76.9,48.34,0.022
206,7,24,13,14.91,0.34,0.468,927.3,76.0,49.19,0.022
206,7,24,14,14.73,0.33,0.479,908.6,74.0,50.10,0.022
206,7,24,15,14.54,0.31,0.489,974.7,78.0,50.09,0.003
206,7,24,16,13.54,0.30,0.562,906.6,70.1,51.27,0.003
206,7,24,17,12.55,0.29,0.636,774.1,56.2,52.49,0.003
206,7,24,18,11.55,0.27,0.709,461.5,30.0,52.31,0.000
206,7,24,19,10.55,0.21,0.746,0.0,0.0,52.11,0.000
206,7,24,20,9.55,0.15,0.783,0.0,0.0,51.50,0.000
206,7,24,21,8.55,0.10,0.820,0.0,0.0,44.70,0.000
206,7,24,22,7.61,0.10,0.848,0.0,0.0,42.82,0.000
206,7,24,23,6.66,0.10,0.876,0.0,0.0,41.69,0.000
207,7,25,0,5.71,0.10,0.904,0.0,0.0,45.68,0.000
207,7,25,1,5.54,0.10,0.898,0.0,0.0,45.87,0.000
207,7,25,2,5.37,0.10,0.892,0.0,0.0,46.53,0.000
207,7,25,3,5.20,0.10,0.885,0.0,0.0,48.11,0.000
207,7,25,4,6.18,0.10,0.866,0.0,0.0,49.59,0.000
207,7,25,5,7.15,0.10,0.847,512.8,33.8,49.21,0.000
207,7,25,6,8.12,0.10,0.828,794.1,58.1,50.05,0.000
207,7,25,7,10.09,0.10,0.696,916.5,71.2,52.27,0.000
207,7,25,8,12.07,0.15,0.563,980.4,78.6,53.61,0.000
207,7,25,9,14.04,0.23,0.431,1015.9,82.7,52.98,0.000
207,7,25,10,14.88,0.28,0.420,1035.3,84.8,53.63,0.000
207,7,25,11,15.72,0.32,0.409,1043.6,85.7,54.31,0.000
207,7,25,12,16.56,0.34,0.398,1041.9,85.5,53.72,0.024
207,7,25,13,16.18,0.35,0.427,1032.3,84.6,54.58,0.024
207,7,25,14,15.80,0.36,0.456,1011.5,82.3,55.48,0.024
207,7,25,15,15.41,0.36,0.485,974.5,77.9,56.02,0.002
207,7,25,16,14.55,0.34,0.561,905.8,70.0,57.01,0.002
207,7,25,17,13.69,0.32,0.638,771.9,55.9,57.89,0.002
207,7,25,18,12.83,0.28,0.714,453.7,29.4,57.70,0.002
207,7,25,19,11.88,0.22,0.740,0.0,0.0,58.30,0.002
207,7,25,20,10.92,0.17,0.766,0.0,0.0,57.81,0.002
207,7,25,21,9.97,0.12,0.791,0.0,0.0,55.64,0.000
207,7,25,22,8.98,0.10,0.825,0.0,0.0,53.22,0.000
207,7,25,23,7.99,0.10,0.859,0.0,0.0,51.57,0.000
208,7,26,0,7.00,0.10,0.893,0.0,0.0,48.80,0.000
208,7,26,1,6.53,0.10,0.887,0.0,0.0,47.99,0.000
208,7,26,2,6.06,0.10,0.881,0.0,0.0,47.67,0.000
208,7,26,3,5.59,0.10,0.874,0.0,0.0,50.05,0.000
208,7,26,4,6.58,0.10,0.869,0.0,0.0,51.16,0.000
208,7,26,5,7.58,0.10,0.863,390.1,25.7,51.85,0.000
208,7,26,6,8.57,0.14,0.857,302.0,22.1,56.26,0.000
208,7,26,7,10.67,0.10,0.701,349.3,27.1,59.88,0.000
208,7,26,8,12.78,0.10,0.544,373.8,29.9,59.14,0.000
208,7,26,9,14.88,0.14,0.387,419.7,34.2,56.78,0.005
208,7,26,10,15.67,0.16,0.369,427.8,35.0,56.35,0.005
208,7,26,11,16.46,0.18,0.351,431.3,35.4,56.35,0.005
208,7,26,12,17.25,0.17,0.333,960.7,78.8,53.57,0.586
208,7,26,13,16.38,0.20,0.422,951.9,77.9,54.45,0.586
208,7,26,14,15.51,0.23,0.510,932.5,75.8,55.80,0.586
208,7,26,15,14.64,0.25,0.598,823.8,65.8,56.39,0.732
208,7,26,16,13.52,0.24,0.666,765.2,59.0,58.48,0.732
208,7,26,17,12.39,0.23,0.734,650.4,47.0,60.98,0.732
208,7,26,18,11.27,0.22,0.803,350.6,22.7,61.76,0.182
208,7,26,19,10.51,0.17,0.847,0.0,0.0,62.29,0.182
208,7,26,20,9.74,0.11,0.890,0.0,0.0,61.77,0.182
208,7,26,21,8.98,0.10,0.934,0.0,0.0,60.08,0.029
208,7,26,22,8.59,0.10,0.941,0.0,0.0,58.28,0.029
208,7,26,23,8.20,0.10,0.947,0.0,0.0,56.77,0.029
209,7,27,0,7.82,0.10,0.954,0.0,0.0,55.54,0.074
209,7,27,1,7.86,0.10,0.951,0.0,0.0,54.81,0.074
209,7,27,2,7.90,0.10,0.949,0.0,0.0,54.93,0.074
209,7,27,3,7.95,0.10,0.947,0.0,0.0,55.59,0.021
209,7,27,4,8.26,0.14,0.932,0.0,0.0,57.14,0.021
209,7,27,5,8.57,0.18,0.917,490.8,32.2,55.75,0.021
209,7,27,6,8.88,0.25,0.903,462.9,33.7,56.02,0.077
209,7,27,7,10.30,0.20,0.811,536.3,41.5,55.09,0.077
209,7,27,8,11.71,0.15,0.719,574.4,46.0,55.49,0.077
209,7,27,9,13.12,0.25,0.627,982.8,79.9,59.67,0.272
209,7,27,10,13.70,0.16,0.610,1001.7,82.0,59.48,0.272
209,7,27,11,14.28,0.10,0.594,1009.9,82.8,59.80,0.272
209,7,27,12,14.86,0.10,0.577,568.0,46.6,59.47,0.350
209,7,27,13,14.61,0.10,0.598,562.7,46.0,60.15,0.350
209,7,27,14,14.37,0.10,0.620,551.1,44.7,60.22,0.350
209,7,27,15,14.12,0.10,0.641,842.3,67.2,44.36,0.627
209,7,27,16,13.24,0.10,0.732,781.6,60.2,45.15,0.627
209,7,27,17,12.35,0.10,0.823,662.5,47.8,46.23,0.627
209,7,27,18,11.47,0.10,0.915,408.9,26.4,51.98,0.124
209,7,27,19,10.80,0.10,0.926,0.0,0.0,49.30,0.124
209,7,27,20,10.14,0.10,0.937,0.0,0.0,46.36,0.124
209,7,27,21,9.48,0.10,0.949,0.0,0.0,44.15,0.074
209,7,27,22,8.75,0.11,0.952,0.0,0.0,42.08,0.074
209,7,27,23,8.03,0.13,0.955,0.0,0.0,40.46,0.074
210,7,28,0,7.30,0.15,0.959,0.0,0.0,39.09,0.002
210,7,28,1,6.52,0.16,0.964,0.0,0.0,38.10,0.002
210,7,28,2,5.73,0.17,0.969,0.0,0.0,37.65,0.002
210,7,28,3,4.95,0.19,0.975,0.0,0.0,38.14,0.000
210,7,28,4,6.41,0.18,0.958,0.0,0.0,40.88,0.000
210,7,28,5,7.87,0.17,0.941,489.4,32.0,43.43,0.000
210,7,28,6,9.33,0.20,0.924,783.7,57.0,46.69,0.215
210,7,28,7,10.90,0.18,0.825,910.2,70.4,53.95,0.215
210,7,28,8,12.48,0.16,0.725,975.5,78.0,54.91,0.215
210,7,28,9,14.05,0.14,0.626,1004.6,81.6,53.61,0.708
210,7,28,10,14.09,0.15,0.617,1024.1,83.8,53.22,0.708
210,7,28,11,14.12,0.17,0.609,1032.6,84.6,52.90,0.708
210,7,28,12,14.16,0.20,0.601,981.0,80.4,52.42,1.009
210,7,28,13,13.96,0.16,0.624,971.8,79.4,51.81,1.009
210,7,28,14,13.77,0.11,0.647,951.6,77.2,51.28,1.009
210,7,28,15,13.57,0.10,0.671,889.4,70.9,50.24,0.567
210,7,28,16,13.10,0.10,0.713,824.6,63.4,50.34,0.567
210,7,28,17,12.63,0.10,0.755,697.2,50.2,50.37,0.567
210,7,28,18,12.16,0.10,0.797,424.0,27.2,47.84,0.016
210,7,28,19,11.46,0.11,0.812,0.0,0.0,47.74,0.016
210,7,28,20,10.77,0.13,0.828,0.0,0.0,46.87,0.016
210,7,28,21,10.08,0.15,0.844,0.0,0.0,45.31,0.004
210,7,28,22,9.08,0.16,0.872,0.0,0.0,43.43,0.004
210,7,28,23,8.09,0.16,0.900,0.0,0.0,42.00,0.004
211,7,29,0,7.10,0.16,0.929,0.0,0.0,41.19,0.000
211,7,29,1,6.23,0.17,0.939,0.0,0.0,40.79,0.000
211,7,29,2,5.36,0.18,0.949,0.0,0.0,40.83,0.000
211,7,29,3,4.48,0.20,0.959,0.0,0.0,42.02,0.000
211,7,29,4,5.96,0.18,0.951,0.0,0.0,44.50,0.000
211,7,29,5,7.44,0.15,0.942,467.0,30.5,46.76,0.000
211,7,29,6,8.91,0.24,0.934,410.6,29.8,50.94,0.002
211,7,29,7,10.98,0.10,0.796,477.9,36.9,53.31,0.002
211,7,29,8,13.04,0.10,0.657,512.6,40.9,54.40,0.002
211,7,29,9,15.10,0.14,0.519,940.7,76.4,52.38,0.005
211,7,29,10,15.77,0.15,0.483,959.2,78.4,52.42,0.005
211,7,29,11,16.45,0.18,0.448,967.2,79.2,52.65,0.005
211,7,29,12,17.12,0.19,0.412,506.1,41.4,52.01,0.216
211,7,29,13,16.42,0.20,0.469,501.3,41.0,53.22,0.216
211,7,29,14,15.72,0.21,0.527,490.8,39.8,54.91,0.216
211,7,29,15,15.02,0.20,0.584,589.0,46.9,55.64,0.519
211,7,29,16,13.93,0.14,0.664,545.6,41.9,57.07,0.519
211,7,29,17,12.83,0.10,0.744,459.7,33.0,58.30,0.519
211,7,29,18,11.74,0.10,0.825,285.3,18.3,55.79,0.029
211,7,29,19,11.08,0.10,0.848,0.0,0.0,55.76,0.029
211,7,29,20,10.42,0.10,0.872,0.0,0.0,54.63,0.029
211,7,29,21,9.77,0.10,0.896,0.0,0.0,53.30,0.000
211,7,29,22,8.79,0.10,0.920,0.0,0.0,50.51,0.000
211,7,29,23,7.81,0.10,0.944,0.0,0.0,48.19,0.000
212,7,30,0,6.83,0.12,0.968,0.0,0.0,46.05,0.000
212,7,30,1,6.22,0.12,0.964,0.0,0.0,44.46,0.000
212,7,30,2,5.61,0.13,0.960,0.0,0.0,43.27,0.000
212,7,30,3,5.00,0.15,0.956,0.0,0.0,43.57,0.000
212,7,30,4,6.55,0.13,0.953,0.0,0.0,44.36,0.000
212,7,30,5,8.11,0.11,0.950,383.7,24.9,45.42,0.000
212,7,30,6,9.66,0.16,0.947,779.2,56.5,49.65,0.015
212,7,30,7,11.46,0.10,0.817,909.2,70.2,54.60,0.015
212,7,30,8,13.26,0.11,0.687,976.0,77.9,55.19,0.015
212,7,30,9,15.06,0.18,0.556,878.5,71.3,54.23,0.137
212,7,30,10,15.48,0.18,0.533,895.9,73.2,54.58,0.137
212,7,30,11,15.91,0.21,0.510,903.4,73.9,54.82,0.137
212,7,30,12,16.34,0.22,0.487,966.0,79.1,53.63,0.842
212,7,30,13,15.76,0.20,0.518,956.8,78.1,53.97,0.842
212,7,30,14,15.17,0.19,0.549,936.6,75.9,54.75,0.842
212,7,30,15,14.59,0.19,0.580,846.2,67.3,54.80,0.159
212,7,30,16,14.00,0.15,0.625,783.0,60.1,55.76,0.159
212,7,30,17,13.40,0.11,0.670,657.8,47.2,56.52,0.159
212,7,30,18,12.81,0.10,0.715,315.5,20.1,42.85,0.001
212,7,30,19,11.86,0.10,0.747,0.0,0.0,45.13,0.001
212,7,30,20,10.92,0.10,0.778,0.0,0.0,44.61,0.001
212,7,30,21,9.97,0.10,0.810,0.0,0.0,52.70,0.000
212,7,30,22,8.77,0.10,0.854,0.0,0.0,50.30,0.000
212,7,30,23,7.56,0.10,0.897,0.0,0.0,48.67,0.000
213,7,31,0,6.35,0.10,0.941,0.0,0.0,47.02,0.000
213,7,31,1,6.08,0.10,0.920,0.0,0.0,46.67,0.000
213,7,31,2,5.80,0.10,0.899,0.0,0.0,46.69,0.000
213,7,31,3,5.53,0.10,0.878,0.0,0.0,47.47,0.000
213,7,31,4,6.76,0.10,0.891,0.0,0.0,46.97,0.000
213,7,31,5,7.99,0.10,0.904,463.2,30.0,45.04,0.000
213,7,31,6,9.22,0.10,0.917,776.7,56.2,47.05,0.022
213,7,31,7,11.39,0.10,0.779,908.5,70.0,50.95,0.022
213,7,31,8,13.56,0.10,0.642,975.9,77.8,50.75,0.022
213,7,31,9,15.73,0.15,0.505,1010.3,81.9,49.32,0.034
213,7,31,10,16.37,0.20,0.474,1030.4,84.1,49.61,0.034
213,7,31,11,17.00,0.27,0.443,1039.2,85.0,49.74,0.034
213,7,31,12,17.64,0.30,0.412,1040.3,85.1,48.38,0.012
213,7,31,13,17.52,0.30,0.422,1030.4,84.0,48.39,0.012
213,7,31,14,17.40,0.31,0.432,1008.5,81.6,49.09,0.012
213,7,31,15,17.27,0.32,0.442,427.9,34.0,50.23,0.009
213,7,31,16,16.31,0.25,0.523,395.6,30.3,51.13,0.009
213,7,31,17,15.34,0.18,0.604,331.4,23.7,51.78,0.009
213,7,31,18,14.38,0.10,0.685,151.3,9.6,50.61,0.000
213,7,31,19,13.65,0.10,0.677,0.0,0.0,51.01,0.000
213,7,31,20,12.91,0.10,0.669,0.0,0.0,49.97,0.000
213,7,31,21,12.18,0.10,0.660,0.0,0.0,47.99,0.000
213,7,31,22,11.28,0.11,0.695,0.0,0.0,45.24,0.000
213,7,31,23,10.39,0.14,0.730,0.0,0.0,43.03,0.000
214,8,1,0,9.50,0.17,0.765,0.0,0.0,41.28,0.000
214,8,1,1,8.25,0.16,0.820,0.0,0.0,39.94,0.000
214,8,1,2,7.00,0.15,0.875,0.0,0.0,39.26,0.000
214,8,1,3,5.75,0.16,0.931,0.0,0.0,40.01,0.000
214,8,1,4,7.06,0.12,0.907,0.0,0.0,41.09,0.000
214,8,1,5,8.37,0.10,0.884,164.5,10.6,42.82,0.000
214,8,1,6,9.68,0.10,0.861,340.5,24.6,46.91,0.002
214,8,1,7,11.96,0.10,0.732,399.1,30.7,55.04,0.002
214,8,1,8,14.25,0.10,0.603,429.0,34.2,54.64,0.002
214,8,1,9,16.54,0.13,0.474,624.4,50.6,55.55,0.128
214,8,1,10,16.96,0.10,0.459,636.9,51.9,55.29,0.128
214,8,1,11,17.38,0.22,0.443,642.3,52.5,55.08,0.128
214,8,1,12,17.80,0.30,0.427,656.0,53.6,54.05,0.559
214,8,1,13,16.63,0.23,0.506,649.7,53.0,54.23,0.559
214,8,1,14,15.46,0.16,0.584,635.8,51.4,54.52,0.559
214,8,1,15,14.29,0.10,0.663,584.7,46.4,52.38,0.316
214,8,1,16,13.55,0.10,0.719,540.2,41.3,52.48,0.316
214,8,1,17,12.81,0.10,0.775,451.2,32.2,52.41,0.316
214,8,1,18,12.07,0.10,0.832,157.3,10.0,45.71,0.078
214,8,1,19,11.41,0.10,0.862,0.0,0.0,44.87,0.078
214,8,1,20,10.74,0.10,0.893,0.0,0.0,43.27,0.078
214,8,1,21,10.08,0.10,0.924,0.0,0.0,44.14,0.057
214,8,1,22,9.49,0.10,0.944,0.0,0.0,41.57,0.057
214,8,1,23,8.89,0.10,0.963,0.0,0.0,39.32,0.057
215,8,2,0,8.29,0.11,0.983,0.0,0.0,37.80,0.005
215,8,2,1,7.75,0.10,0.984,0.0,0.0,36.62,0.005
215,8,2,2,7.20,0.10,0.984,0.0,0.0,36.40,0.005
215,8,2,3,6.66,0.10,0.985,0.0,0.0,38.65,0.005
215,8,2,4,6.99,0.10,0.978,0.0,0.0,42.17,0.005
215,8,2,5,7.33,0.10,0.972,446.9,28.8,45.30,0.005
215,8,2,6,7.66,0.10,0.965,770.6,55.5,48.35,0.085
215,8,2,7,9.63,0.10,0.854,905.2,69.6,54.46,0.085
215,8,2,8,11.60,0.13,0.743,973.5,77.5,54.24,0.085
215,8,2,9,13.56,0.13,0.631,1002.8,81.1,50.34,0.082
215,8,2,10,14.48,0.19,0.579,1023.0,83.4,50.17,0.082
215,8,2,11,15.39,0.26,0.527,1031.7,84.3,51.32,0.082
215,8,2,12,16.31,0.30,0.475,970.7,79.3,51.74,0.044
215,8,2,13,16.04,0.30,0.489,961.3,78.3,53.66,0.044
215,8,2,14,15.77,0.31,0.503,940.6,76.0,55.93,0.044
215,8,2,15,15.50,0.33,0.516,968.4,76.8,58.02,0.016
215,8,2,16,14.55,0.29,0.593,893.8,68.2,59.91,0.016
215,8,2,17,13.61,0.26,0.670,744.0,53.0,61.24,0.016
215,8,2,18,12.66,0.22,0.747,367.8,23.2,60.92,0.002
215,8,2,19,11.79,0.18,0.796,0.0,0.0,61.37,0.002
215,8,2,20,10.93,0.14,0.844,0.0,0.0,60.35,0.002
215,8,2,21,10.06,0.10,0.893,0.0,0.0,57.51,0.001
215,8,2,22,9.47,0.10,0.918,0.0,0.0,54.54,0.001
215,8,2,23,8.88,0.10,0.943,0.0,0.0,52.05,0.001
216,8,3,0,8.29,0.10,0.968,0.0,0.0,50.05,0.008
216,8,3,1,7.88,0.10,0.971,0.0,0.0,48.20,0.008
216,8,3,2,7.48,0.10,0.974,0.0,0.0,46.62,0.008
216,8,3,3,7.07,0.10,0.977,0.0,0.0,46.69,0.010
216,8,3,4,7.71,0.10,0.941,0.0,0.0,47.73,0.010
216,8,3,5,8.35,0.10,0.905,436.9,28.0,49.90,0.010
216,8,3,6,8.99,0.10,0.868,770.1,55.4,53.31,0.006
216,8,3,7,10.76,0.10,0.776,906.8,69.6,56.00,0.006
216,8,3,8,12.53,0.14,0.684,976.1,77.6,53.71,0.006
216,8,3,9,14.30,0.16,0.592,1014.1,82.0,50.48,0.000
216,8,3,10,15.57,0.23,0.536,1034.6,84.3,48.81,0.000
216,8,3,11,16.84,0.30,0.481,1043.5,85.2,47.91,0.000
216,8,3,12,18.10,0.33,0.425,1042.9,85.1,46.19,0.000
216,8,3,13,18.14,0.32,0.429,1032.7,84.0,45.32,0.000
216,8,3,14,18.17,0.33,0.432,1010.3,81.6,44.31,0.000
216,8,3,15,18.20,0.33,0.435,969.1,76.8,42.46,0.001
216,8,3,16,17.20,0.26,0.528,893.7,68.1,40.98,0.001
216,8,3,17,16.20,0.19,0.620,741.5,52.6,39.84,0.001
216,8,3,18,15.20,0.12,0.712,355.2,22.3,38.31,0.000
216,8,3,19,14.25,0.10,0.718,0.0,0.0,38.62,0.000
216,8,3,20,13.31,0.11,0.724,0.0,0.0,38.46,0.000
216,8,3,21,12.36,0.19,0.731,0.0,0.0,39.33,0.002
216,8,3,22,11.35,0.22,0.774,0.0,0.0,40.64,0.002
216,8,3,23,10.35,0.25,0.816,0.0,0.0,43.53,0.002
217,8,4,0,9.34,0.28,0.859,0.0,0.0,47.78,0.006
217,8,4,1,8.92,0.28,0.885,0.0,0.0,52.77,0.006
217,8,4,2,8.49,0.28,0.911,0.0,0.0,58.87,0.006
217,8,4,3,8.06,0.28,0.937,0.0,0.0,65.91,0.018
217,8,4,4,8.73,0.26,0.935,0.0,0.0,74.69,0.018
217,8,4,5,9.40,0.24,0.932,414.5,26.5,80.66,0.018
217,8,4,6,10.07,0.23,0.929,364.6,26.2,84.05,0.050
217,8,4,7,11.86,0.24,0.817,430.2,33.0,80.48,0.050
217,8,4,8,13.64,0.28,0.704,463.3,36.8,74.99,0.050
217,8,4,9,15.42,0.35,0.591,753.6,60.9,71.99,0.052
217,8,4,10,15.53,0.39,0.564,768.8,62.6,69.74,0.052
217,8,4,11,15.64,0.45,0.538,775.4,63.3,67.06,0.052
217,8,4,12,15.75,0.50,0.511,522.2,42.6,64.18,0.630
217,8,4,13,14.64,0.43,0.613,517.0,42.0,60.95,0.630
217,8,4,14,13.53,0.38,0.714,505.7,40.8,57.92,0.630
217,8,4,15,12.41,0.33,0.816,541.2,42.8,55.10,0.263
217,8,4,16,11.76,0.27,0.853,498.6,37.9,52.71,0.263
217,8,4,17,11.10,0.22,0.891,412.3,29.2,50.43,0.263
217,8,4,18,10.44,0.18,0.929,337.7,21.1,48.41,0.004
217,8,4,19,9.86,0.17,0.948,0.0,0.0,47.56,0.004
217,8,4,20,9.27,0.17,0.968,0.0,0.0,46.17,0.004
217,8,4,21,8.68,0.16,0.987,0.0,0.0,44.52,0.004
217,8,4,22,8.34,0.13,0.987,0.0,0.0,42.80,0.004
217,8,4,23,8.01,0.10,0.986,0.0,0.0,41.23,0.004
218,8,5,0,7.67,0.10,0.986,0.0,0.0,39.66,0.015
218,8,5,1,8.02,0.10,0.957,0.0,0.0,38.13,0.015
218,8,5,2,8.37,0.12,0.929,0.0,0.0,36.77,0.015
218,8,5,3,8.72,0.14,0.900,0.0,0.0,35.33,0.032
218,8,5,4,8.98,0.15,0.893,0.0,0.0,36.17,0.032
218,8,5,5,9.24,0.17,0.886,303.8,19.4,35.93,0.032
218,8,5,6,9.51,0.20,0.878,607.1,43.4,35.53,0.148
218,8,5,7,10.60,0.22,0.805,718.1,54.9,37.35,0.148
218,8,5,8,11.69,0.25,0.731,773.9,61.4,38.21,0.148
218,8,5,9,12.78,0.30,0.658,677.6,54.7,39.01,0.172
218,8,5,10,13.23,0.32,0.643,691.4,56.2,39.91,0.172
218,8,5,11,13.68,0.35,0.629,697.4,56.8,41.00,0.172
218,8,5,12,14.12,0.37,0.614,815.8,66.5,41.99,0.042
218,8,5,13,14.57,0.37,0.603,807.7,65.6,42.50,0.042
218,8,5,14,15.01,0.37,0.591,789.8,63.6,42.41,0.042
218,8,5,15,15.46,0.35,0.579,967.9,76.5,41.44,0.005
218,8,5,16,14.54,0.31,0.644,890.6,67.6,41.56,0.005
218,8,5,17,13.62,0.26,0.709,733.1,51.8,41.98,0.005
218,8,5,18,12.71,0.22,0.773,323.5,20.1,42.40,0.001
218,8,5,19,11.92,0.16,0.803,0.0,0.0,43.20,0.001
218,8,5,20,11.12,0.11,0.834,0.0,0.0,42.82,0.001
218,8,5,21,10.33,0.10,0.864,0.0,0.0,41.67,0.000
218,8,5,22,9.61,0.10,0.889,0.0,0.0,40.11,0.000
218,8,5,23,8.90,0.10,0.915,0.0,0.0,39.17,0.000
219,8,6,0,8.18,0.10,0.940,0.0,0.0,38.51,0.000
219,8,6,1,7.72,0.10,0.920,0.0,0.0,38.31,0.000
219,8,6,2,7.27,0.10,0.901,0.0,0.0,38.03,0.000
219,8,6,3,6.82,0.10,0.881,0.0,0.0,37.82,0.000
219,8,6,4,7.76,0.10,0.866,0.0,0.0,37.08,0.000
219,8,6,5,8.70,0.12,0.851,408.5,25.9,35.56,0.000
219,8,6,6,9.64,0.20,0.835,761.9,54.4,36.08,0.000
219,8,6,7,12.06,0.18,0.712,904.0,69.1,38.24,0.000
219,8,6,8,14.48,0.17,0.588,975.1,77.3,37.44,0.000
219,8,6,9,16.90,0.15,0.464,1009.4,81.4,36.17,0.008
219,8,6,10,17.80,0.18,0.429,1030.2,83.7,36.81,0.008
219,8,6,11,18.70,0.23,0.393,1039.2,84.7,38.00,0.008
219,8,6,12,19.60,0.26,0.357,841.6,68.5,38.15,0.168
219,8,6,13,18.13,0.21,0.445,833.1,67.6,38.83,0.168
219,8,6,14,16.66,0.16,0.533,814.6,65.6,39.59,0.168
219,8,6,15,15.19,0.14,0.621,957.7,75.6,41.60,0.170
219,8,6,16,14.64,0.10,0.676,880.3,66.7,41.46,0.170
219,8,6,17,14.08,0.10,0.732,721.8,50.8,41.13,0.170
219,8,6,18,13.52,0.10,0.787,312.0,19.3,36.94,0.007
219,8,6,19,12.69,0.10,0.812,0.0,0.0,36.76,0.007
219,8,6,20,11.86,0.11,0.837,0.0,0.0,35.81,0.007
219,8,6,21,11.03,0.14,0.862,0.0,0.0,35.08,0.001
219,8,6,22,9.83,0.16,0.897,0.0,0.0,34.17,0.001
219,8,6,23,8.63,0.18,0.932,0.0,0.0,33.80,0.001
220,8,7,0,7.42,0.20,0.967,0.0,0.0,34.22,0.000
220,8,7,1,6.50,0.22,0.975,0.0,0.0,35.28,0.000
220,8,7,2,5.57,0.23,0.984,0.0,0.0,37.59,0.000
220,8,7,3,4.64,0.25,0.992,0.0,0.0,41.35,0.001
220,8,7,4,5.62,0.25,0.977,0.0,0.0,47.10,0.001
220,8,7,5,6.61,0.25,0.962,396.6,25.1,51.58,0.001
220,8,7,6,7.60,0.28,0.947,760.0,54.2,55.11,0.002
220,8,7,7,10.64,0.29,0.794,903.7,68.9,54.52,0.002
220,8,7,8,13.69,0.30,0.640,975.4,77.2,51.39,0.002
220,8,7,9,16.74,0.32,0.487,1008.2,81.2,50.87,0.005
220,8,7,10,17.78,0.35,0.446,1029.1,83.6,51.27,0.005
