name,code,mm,dd,hh,cover,t2C,ustar,G-rh2m,L-rh,L-vpd,PARsun,PARshd,G45-O3,G3-O3,CO3ppb,CO3nmole,FstO3,fphen,f_L,f_T,f_D,fenv,gsto,fsun,gsun
CH02_Payerne,CF,8,3,18,0.5005,17.07,0.19,0.620,0.575,0.834,300.3,19.1,29.18,18.49,15.99,6.269E+02,7.135E+01,888.00,0.15,1.00,0.88,110.43,0.373,0.835,2.147
CH02_Payerne,CF,8,3,19,0.5005,15.75,0.21,0.688,0.636,0.656,0.0,0.0,31.69,27.01,29.33,1.152E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,20,0.5005,14.42,0.20,0.757,0.704,0.489,0.0,0.0,32.12,27.23,29.62,1.165E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,21,0.5005,13.10,0.12,0.826,0.775,0.340,0.0,0.0,30.93,22.74,25.21,9.938E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,22,0.5005,12.60,0.13,0.844,0.798,0.296,0.0,0.0,29.18,21.68,24.12,9.517E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,23,0.5005,12.10,0.13,0.863,0.823,0.252,0.0,0.0,27.52,20.34,22.59,8.921E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,0,0.5005,11.60,0.14,0.881,0.844,0.214,0.0,0.0,25.74,19.91,21.51,8.503E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,1,0.5005,11.25,0.13,0.896,0.874,0.168,0.0,0.0,24.14,18.50,19.89,7.880E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,2,0.5005,10.90,0.13,0.911,0.906,0.124,0.0,0.0,22.87,17.61,18.97,7.528E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,3,0.5005,10.55,0.22,0.926,0.947,0.068,0.0,0.0,21.80,20.39,21.20,8.427E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,4,0.5005,11.71,0.28,0.885,0.883,0.161,0.0,0.0,20.87,19.68,20.49,8.146E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,5,0.5005,12.86,0.25,0.845,0.827,0.258,152.0,10.0,15.17,12.60,11.14,4.428E+02,5.695E+01,888.00,0.09,0.92,1.00,77.23,0.257,0.598,1.624
CH02_Payerne,CF,8,4,6,0.5005,14.02,0.53,0.804,0.779,0.355,459.5,33.3,9.44,12.03,11.28,4.484E+02,4.237E+01,888.00,0.28,0.95,1.00,236.34,0.790,0.937,2.644
CH02_Payerne,CF,8,4,7,0.5005,15.25,0.39,0.733,0.702,0.520,545.6,41.9,19.32,22.25,20.92,8.288E+02,5.393E+01,888.00,0.36,0.98,0.99,312.64,1.050,0.962,2.781
CH02_Payerne,CF,8,4,8,0.5005,16.48,0.46,0.661,0.627,0.705,592.2,47.0,20.79,25.09,23.55,9.301E+02,5.708E+01,888.00,0.42,0.99,0.93,343.20,1.157,0.971,2.674
CH02_Payerne,CF,8,4,9,0.5005,17.71,0.64,0.590,0.564,0.892,309.0,24.9,19.89,26.43,24.56,9.670E+02,7.663E+01,888.00,0.34,1.00,0.86,255.70,0.866,0.843,2.177
CH02_Payerne,CF,8,4,10,0.5005,18.04,0.54,0.577,0.552,0.934,316.3,25.7,23.03,28.63,26.65,1.048E+03,7.257E+01,888.00,0.36,1.00,0.84,267.99,0.908,0.850,2.158
CH02_Payerne,CF,8,4,11,0.5005,18.37,0.59,0.565,0.538,0.985,319.3,26.0,24.91,31.94,29.70,1.167E+03,8.201E+01,888.00,0.37,1.00,0.83,269.44,0.914,0.853,2.120
CH02_Payerne,CF,8,4,12,0.5005,18.70,0.58,0.553,0.524,1.036,982.5,80.0,27.37,35.52,33.14,1.301E+03,6.834E+01,888.00,0.57,1.00,0.81,411.01,1.396,0.997,2.425
CH02_Payerne,CF,8,4,13,0.5005,19.05,0.62,0.535,0.505,1.102,969.8,78.7,27.95,37.32,34.80,1.364E+03,7.572E+01,888.00,0.56,1.00,0.78,389.15,1.324,0.997,2.351
CH02_Payerne,CF,8,4,14,0.5005,19.40,0.60,0.517,0.488,1.166,943.0,75.8,28.78,37.73,35.19,1.378E+03,7.842E+01,888.00,0.54,0.99,0.76,359.28,1.223,0.997,2.277
CH02_Payerne,CF,8,4,15,0.5005,19.75,0.43,0.500,0.471,1.231,906.3,71.4,33.19,34.72,31.56,1.235E+03,6.756E+01,888.00,0.50,0.99,0.74,321.21,1.095,0.996,2.200
CH02_Payerne,CF,8,4,16,0.5005,18.99,0.47,0.548,0.510,1.087,820.1,62.1,32.08,34.39,31.21,1.223E+03,8.016E+01,888.00,0.43,1.00,0.79,300.01,1.020,0.993,2.357
CH02_Payerne,CF,8,4,17,0.5005,18.24,0.45,0.597,0.554,0.944,655.8,46.4,30.91,32.74,29.75,1.167E+03,9.681E+01,888.00,0.33,1.00,0.84,243.26,0.825,0.980,2.481
CH02_Payerne,CF,8,4,18,0.5005,17.49,0.16,0.645,0.594,0.819,294.6,18.6,34.94,22.91,19.38,7.611E+02,8.151E+01,888.00,0.14,1.00,0.89,111.05,0.376,0.829,2.203
CH02_Payerne,CF,8,4,19,0.5005,16.27,0.21,0.706,0.654,0.645,0.0,0.0,37.50,32.67,34.82,1.371E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,20,0.5005,15.06,0.19,0.767,0.724,0.475,0.0,0.0,37.17,32.12,34.17,1.348E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,21,0.5005,13.85,0.11,0.828,0.795,0.326,0.0,0.0,35.12,27.51,29.11,1.151E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,22,0.5005,13.59,0.12,0.837,0.812,0.293,0.0,0.0,32.50,25.72,27.38,1.084E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,23,0.5005,13.33,0.12,0.846,0.831,0.260,0.0,0.0,30.11,23.70,25.16,9.979E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,0,0.5005,13.08,0.26,0.855,0.843,0.238,0.0,0.0,27.32,24.27,25.90,1.029E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,1,0.5005,12.24,0.18,0.892,0.896,0.148,0.0,0.0,25.27,21.93,23.25,9.262E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,2,0.5005,11.40,0.22,0.930,0.957,0.058,0.0,0.0,24.02,21.10,22.47,8.979E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,3,0.5005,10.56,0.39,0.968,1.000,0.000,0.0,0.0,22.81,22.34,22.96,9.200E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,4,0.5005,11.71,0.43,0.936,0.967,0.045,0.0,0.0,23.76,23.36,23.98,9.603E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,5,0.5005,12.86,0.41,0.904,0.909,0.135,398.1,26.1,17.09,17.24,15.57,6.229E+02,7.596E+01,888.00,0.20,0.92,1.00,159.36,0.531,0.908,2.466
CH02_Payerne,CF,8,5,6,0.5005,14.01,0.65,0.872,0.867,0.214,548.0,39.6,13.88,17.49,16.00,6.397E+02,6.510E+01,888.00,0.31,0.95,1.00,260.81,0.872,0.963,2.717
CH02_Payerne,CF,8,5,7,0.5005,15.14,0.50,0.799,0.783,0.376,653.2,50.1,17.30,19.76,18.13,7.228E+02,5.183E+01,888.00,0.40,0.97,1.00,342.68,1.150,0.980,2.847
CH02_Payerne,CF,8,5,8,0.5005,16.27,0.57,0.726,0.701,0.557,709.9,56.3,18.10,21.67,19.84,7.884E+02,5.322E+01,888.00,0.45,0.99,0.98,391.31,1.318,0.986,2.862
CH02_Payerne,CF,8,5,9,0.5005,17.41,0.89,0.653,0.628,0.745,451.0,36.3,15.99,23.48,21.39,8.472E+02,7.563E+01,888.00,0.40,1.00,0.91,324.19,1.096,0.933,2.552
CH02_Payerne,CF,8,5,10,0.5005,18.28,0.73,0.600,0.570,0.913,461.6,37.5,20.17,26.73,24.41,9.639E+02,7.409E+01,888.00,0.42,1.00,0.85,320.79,1.088,0.937,2.404
CH02_Payerne,CF,8,5,11,0.5005,19.15,0.81,0.547,0.512,1.094,466.1,37.9,21.48,29.90,27.27,1.074E+03,8.473E+01,888.00,0.43,1.00,0.79,302.25,1.028,0.939,2.221
CH02_Payerne,CF,8,5,12,0.5005,20.02,0.91,0.495,0.458,1.283,702.1,57.1,21.88,29.72,26.49,1.040E+03,7.987E+01,888.00,0.51,0.99,0.72,319.44,1.090,0.985,2.117
CH02_Payerne,CF,8,5,13,0.5005,19.27,0.84,0.543,0.509,1.108,692.9,56.2,22.45,29.37,26.20,1.030E+03,7.859E+01,888.00,0.49,1.00,0.78,340.73,1.160,0.984,2.313
CH02_Payerne,CF,8,5,14,0.5005,18.51,0.88,0.592,0.563,0.940,673.5,54.1,21.54,28.76,25.64,1.010E+03,8.294E+01,888.00,0.47,1.00,0.84,348.26,1.182,0.982,2.491
CH02_Payerne,CF,8,5,15,0.5005,17.76,0.65,0.641,0.616,0.787,243.1,19.1,23.99,27.23,24.20,9.555E+02,9.490E+01,888.00,0.26,1.00,0.90,205.02,0.694,0.767,2.069
CH02_Payerne,CF,8,5,16,0.5005,16.61,0.79,0.728,0.700,0.571,219.6,16.6,21.33,26.25,23.27,9.223E+02,1.195E+02,888.00,0.20,0.99,0.97,176.13,0.594,0.732,2.124
CH02_Payerne,CF,8,5,17,0.5005,15.47,0.72,0.815,0.796,0.361,174.6,12.3,20.29,23.90,21.26,8.457E+02,1.359E+02,888.00,0.14,0.98,1.00,117.94,0.396,0.649,1.898
CH02_Payerne,CF,8,5,18,0.5005,14.32,0.61,0.902,0.897,0.169,93.0,5.9,19.17,20.19,17.85,7.130E+02,1.600E+02,888.00,0.05,0.96,1.00,45.35,0.152,0.428,1.218
CH02_Payerne,CF,8,5,19,0.5005,14.18,0.61,0.916,0.912,0.144,0.0,0.0,24.39,24.02,24.70,9.868E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,20,0.5005,14.04,0.61,0.930,0.926,0.119,0.0,0.0,23.13,22.78,23.43,9.361E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,21,0.5005,13.90,0.71,0.944,0.940,0.096,0.0,0.0,20.22,20.03,20.55,8.216E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,22,0.5005,13.76,0.65,0.952,0.948,0.082,0.0,0.0,17.56,17.34,17.81,7.123E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,23,0.5005,13.62,0.68,0.959,0.956,0.069,0.0,0.0,16.51,16.33,16.76,6.706E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,0,0.2665,16.92,0.17,0.985,0.976,0.047,0.0,0.0,42.79,37.59,40.53,1.594E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,1,0.2665,16.92,0.17,0.985,0.976,0.047,0.0,0.0,40.65,35.72,38.50,1.515E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,2,0.2665,16.92,0.17,0.985,0.976,0.047,0.0,0.0,39.29,34.52,37.21,1.464E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,3,0.2665,16.92,0.44,0.985,0.977,0.044,0.0,0.0,37.97,36.99,38.52,1.515E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,4,0.2665,17.17,0.31,0.967,0.957,0.084,13.2,0.8,35.57,34.56,31.72,1.247E+03,1.571E+02,888.00,0.01,1.00,1.00,5.52,0.019,0.076,0.228
CH02_Payerne,CF,8,1,5,0.2665,17.41,0.37,0.950,0.935,0.131,142.4,9.7,30.55,30.44,26.67,1.048E+03,1.419E+02,888.00,0.10,1.00,1.00,89.38,0.302,0.574,1.724
CH02_Payerne,CF,8,1,6,0.2665,17.66,0.52,0.932,0.924,0.154,191.7,14.2,26.91,28.65,25.00,9.821E+02,1.118E+02,888.00,0.17,1.00,1.00,152.42,0.516,0.683,2.053
CH02_Payerne,CF,8,1,7,0.2665,18.57,0.47,0.872,0.857,0.308,219.9,17.1,28.69,29.93,26.17,1.025E+03,8.999E+01,888.00,0.23,1.00,1.00,204.03,0.693,0.733,2.207
CH02_Payerne,CF,8,1,8,0.2665,19.48,0.50,0.813,0.793,0.473,235.4,18.9,30.27,31.88,27.83,1.086E+03,8.548E+01,888.00,0.27,0.99,1.00,241.37,0.822,0.757,2.273
CH02_Payerne,CF,8,1,9,0.2665,20.38,0.85,0.753,0.730,0.655,255.0,20.7,28.03,33.31,28.60,1.113E+03,1.040E+02,888.00,0.31,0.98,0.94,256.54,0.877,0.783,2.205
CH02_Payerne,CF,8,1,10,0.2665,20.62,0.62,0.712,0.691,0.759,259.9,21.2,30.20,33.08,28.60,1.112E+03,8.486E+01,888.00,0.33,0.98,0.91,259.93,0.889,0.790,2.128
CH02_Payerne,CF,8,1,11,0.2665,20.87,0.73,0.671,0.649,0.876,261.6,21.4,28.67,32.68,28.15,1.093E+03,8.873E+01,888.00,0.34,0.97,0.86,251.94,0.862,0.792,2.028
CH02_Payerne,CF,8,1,12,0.2665,21.11,0.47,0.630,0.611,0.985,969.9,79.2,30.30,31.46,27.36,1.061E+03,5.215E+01,888.00,0.57,0.97,0.83,408.31,1.399,0.997,2.428
CH02_Payerne,CF,8,1,13,0.2665,21.37,0.71,0.610,0.583,1.075,954.8,77.6,28.49,32.31,27.84,1.078E+03,6.646E+01,888.00,0.56,0.96,0.79,379.42,1.301,0.997,2.322
CH02_Payerne,CF,8,1,14,0.2665,21.64,0.58,0.589,0.561,1.151,924.9,74.4,31.13,33.68,29.16,1.127E+03,6.634E+01,888.00,0.53,0.96,0.77,344.86,1.183,0.996,2.228
CH02_Payerne,CF,8,1,15,0.2665,21.91,0.38,0.568,0.543,1.218,896.4,70.4,34.97,33.37,28.11,1.085E+03,5.775E+01,888.00,0.49,0.95,0.74,306.01,1.051,0.995,2.145
CH02_Payerne,CF,8,1,16,0.2665,21.23,0.41,0.597,0.559,1.126,798.4,60.0,35.94,34.63,29.12,1.124E+03,7.211E+01,888.00,0.41,0.97,0.77,276.20,0.946,0.992,2.262
CH02_Payerne,CF,8,1,17,0.2665,20.56,0.40,0.626,0.578,1.034,605.3,42.1,36.24,34.75,29.27,1.130E+03,9.665E+01,888.00,0.30,0.98,0.81,209.52,0.716,0.974,2.339
CH02_Payerne,CF,8,1,18,0.2665,19.89,0.35,0.654,0.585,0.973,169.4,10.4,37.40,27.85,20.42,7.887E+02,1.542E+02,888.00,0.08,0.99,0.83,58.86,0.201,0.638,1.586
CH02_Payerne,CF,8,1,19,0.2665,19.09,0.25,0.661,0.612,0.867,0.0,0.0,40.36,32.93,37.68,1.459E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,20,0.2665,18.29,0.30,0.668,0.636,0.772,0.0,0.0,39.26,32.67,37.18,1.442E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,21,0.2665,17.50,0.55,0.675,0.660,0.685,0.0,0.0,36.34,33.95,36.46,1.417E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,22,0.2665,17.18,0.52,0.690,0.677,0.638,0.0,0.0,34.24,31.85,34.27,1.335E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,23,0.2665,16.86,0.53,0.704,0.694,0.593,0.0,0.0,33.39,31.13,33.46,1.306E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,0,0.2665,16.55,0.77,0.718,0.709,0.553,0.0,0.0,31.80,30.84,32.42,1.268E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,1,0.2665,16.04,0.68,0.759,0.750,0.460,0.0,0.0,28.93,27.86,29.39,1.153E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,2,0.2665,15.53,0.73,0.800,0.792,0.369,0.0,0.0,25.86,25.00,26.32,1.035E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,3,0.2665,15.01,0.90,0.841,0.839,0.277,0.0,0.0,23.96,23.62,24.58,9.696E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,4,0.2665,15.22,0.86,0.819,0.812,0.327,41.0,2.4,20.43,21.97,18.73,7.393E+02,1.999E+02,888.00,0.02,0.98,1.00,16.06,0.054,0.218,0.634
CH02_Payerne,CF,8,2,5,0.2665,15.42,0.88,0.798,0.785,0.379,532.5,36.1,17.73,19.58,15.74,6.215E+02,8.917E+01,888.00,0.26,0.98,1.00,225.44,0.757,0.959,2.802
CH02_Payerne,CF,8,2,6,0.2665,15.62,1.02,0.776,0.767,0.416,764.1,56.6,16.36,19.94,16.61,6.563E+02,6.901E+01,888.00,0.39,0.98,1.00,341.96,1.149,0.990,2.903
CH02_Payerne,CF,8,2,7,0.2665,16.63,1.00,0.711,0.690,0.592,878.0,68.4,17.57,21.25,17.71,6.978E+02,6.078E+01,888.00,0.47,0.99,0.97,403.71,1.362,0.995,2.864
CH02_Payerne,CF,8,2,8,0.2665,17.63,1.01,0.646,0.619,0.776,940.6,75.3,19.86,24.07,20.05,7.878E+02,6.228E+01,888.00,0.53,1.00,0.90,419.97,1.421,0.996,2.697
CH02_Payerne,CF,8,2,9,0.2665,18.64,1.07,0.582,0.558,0.958,848.4,68.8,21.85,27.40,22.99,9.007E+02,7.224E+01,888.00,0.53,1.00,0.84,391.81,1.331,0.994,2.500
CH02_Payerne,CF,8,2,10,0.2665,19.46,1.05,0.531,0.501,1.141,864.7,70.5,24.35,30.28,25.43,9.930E+02,7.594E+01,888.00,0.55,0.99,0.77,372.09,1.267,0.994,2.299
CH02_Payerne,CF,8,2,11,0.2665,20.29,1.06,0.480,0.448,1.329,870.4,71.1,25.86,32.22,27.07,1.053E+03,7.972E+01,888.00,0.56,0.98,0.70,340.27,1.162,0.995,2.082
CH02_Payerne,CF,8,2,12,0.2665,21.11,1.00,0.429,0.401,1.519,978.7,79.8,27.27,32.72,27.21,1.055E+03,7.516E+01,888.00,0.58,0.97,0.63,313.80,1.075,0.997,1.863
CH02_Payerne,CF,8,2,13,0.2665,21.19,1.03,0.420,0.391,1.551,963.3,78.2,27.05,32.78,27.24,1.056E+03,7.835E+01,888.00,0.56,0.97,0.62,299.23,1.025,0.997,1.826
CH02_Payerne,CF,8,2,14,0.2665,21.26,1.01,0.411,0.382,1.581,932.9,74.9,27.04,32.58,27.10,1.049E+03,8.127E+01,888.00,0.53,0.97,0.61,278.05,0.953,0.996,1.791
CH02_Payerne,CF,8,2,15,0.2665,21.33,0.59,0.401,0.375,1.606,896.4,70.3,30.79,30.89,25.20,9.743E+02,6.399E+01,888.00,0.49,0.97,0.60,251.25,0.861,0.995,1.761
CH02_Payerne,CF,8,2,16,0.2665,20.48,0.81,0.425,0.396,1.472,797.1,59.8,28.91,31.19,25.18,9.748E+02,8.721E+01,888.00,0.41,0.98,0.65,233.98,0.800,0.992,1.919
CH02_Payerne,CF,8,2,17,0.2665,19.63,0.70,0.449,0.424,1.331,600.5,41.7,29.07,30.27,24.58,9.526E+02,1.078E+02,888.00,0.30,0.99,0.70,182.17,0.621,0.973,2.047
CH02_Payerne,CF,8,2,18,0.2665,18.77,0.27,0.473,0.445,1.215,113.3,6.9,32.07,23.49,17.91,6.947E+02,1.253E+02,888.00,0.06,1.00,0.74,36.84,0.125,0.493,1.104
CH02_Payerne,CF,8,2,19,0.2665,17.19,0.32,0.526,0.488,1.012,0.0,0.0,34.64,29.42,33.18,1.291E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,20,0.2665,15.61,0.29,0.578,0.539,0.824,0.0,0.0,34.66,29.14,32.98,1.287E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,21,0.2665,14.04,0.16,0.630,0.595,0.652,0.0,0.0,33.66,25.52,29.29,1.147E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,22,0.2665,13.36,0.19,0.664,0.621,0.585,0.0,0.0,32.27,24.71,28.73,1.126E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,23,0.2665,12.69,0.18,0.698,0.650,0.516,0.0,0.0,30.89,23.54,27.20,1.068E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,0,0.2665,12.02,0.12,0.731,0.681,0.450,0.0,0.0,29.26,20.89,23.82,9.361E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,1,0.2665,11.94,0.12,0.750,0.705,0.413,0.0,0.0,27.68,19.71,22.36,8.801E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,2,0.2665,11.86,0.11,0.768,0.730,0.376,0.0,0.0,26.29,18.67,21.03,8.292E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,3,0.2665,11.77,0.22,0.786,0.756,0.338,0.0,0.0,24.85,23.17,24.46,9.659E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,4,0.2665,12.92,0.28,0.777,0.750,0.374,9.0,0.5,23.42,21.49,19.54,7.711E+02,7.325E+01,888.00,0.00,0.92,1.00,3.34,0.011,0.052,0.143
CH02_Payerne,CF,8,3,5,0.2665,14.06,0.25,0.768,0.744,0.412,145.1,9.8,20.35,18.35,15.47,6.104E+02,7.114E+01,888.00,0.10,0.95,1.00,85.12,0.285,0.581,1.643
CH02_Payerne,CF,8,3,6,0.2665,15.20,0.53,0.758,0.735,0.461,204.6,15.1,16.44,18.63,16.89,6.658E+02,7.237E+01,888.00,0.18,0.98,1.00,154.29,0.518,0.707,2.056
CH02_Payerne,CF,8,3,7,0.2665,16.28,0.38,0.689,0.660,0.634,235.5,18.3,24.00,25.52,23.23,9.128E+02,6.791E+01,888.00,0.24,0.99,0.95,199.80,0.673,0.757,2.134
CH02_Payerne,CF,8,3,8,0.2665,17.36,0.46,0.619,0.587,0.826,252.4,20.2,26.45,29.01,26.34,1.031E+03,7.304E+01,888.00,0.28,1.00,0.88,222.09,0.751,0.780,2.065
CH02_Payerne,CF,8,3,9,0.2665,18.43,0.50,0.549,0.527,1.012,244.4,19.8,28.53,30.27,26.55,1.036E+03,7.442E+01,888.00,0.30,1.00,0.82,219.22,0.744,0.769,1.890
CH02_Payerne,CF,8,3,10,0.2665,18.46,0.47,0.555,0.533,1.001,249.1,20.3,30.84,32.34,28.40,1.107E+03,7.356E+01,888.00,0.32,1.00,0.82,233.52,0.793,0.776,1.915
CH02_Payerne,CF,8,3,11,0.2665,18.48,0.48,0.560,0.538,0.993,250.8,20.5,31.91,33.62,29.51,1.150E+03,7.608E+01,888.00,0.33,1.00,0.82,239.29,0.812,0.778,1.927
CH02_Payerne,CF,8,3,12,0.2665,18.50,0.58,0.566,0.545,0.978,249.7,20.4,31.68,32.83,27.55,1.073E+03,8.116E+01,888.00,0.32,1.00,0.83,237.62,0.807,0.777,1.936
CH02_Payerne,CF,8,3,13,0.2665,16.97,0.49,0.688,0.661,0.662,245.8,19.9,32.12,32.17,27.12,1.062E+03,7.716E+01,888.00,0.31,1.00,0.94,256.63,0.867,0.771,2.171
CH02_Payerne,CF,8,3,14,0.2665,15.45,0.53,0.811,0.789,0.373,237.9,19.1,30.34,30.95,26.03,1.024E+03,8.409E+01,888.00,0.28,0.98,1.00,243.76,0.819,0.760,2.222
CH02_Payerne,CF,8,3,15,0.2665,13.92,0.48,0.933,0.926,0.119,229.5,18.0,28.50,27.35,22.36,8.840E+02,7.910E+01,888.00,0.24,0.95,1.00,204.54,0.683,0.748,2.104
CH02_Payerne,CF,8,3,16,0.2665,13.63,0.44,0.938,0.935,0.102,203.8,15.3,26.82,25.31,20.79,8.225E+02,8.516E+01,888.00,0.19,0.94,1.00,156.05,0.521,0.706,1.968
CH02_Payerne,CF,8,3,17,0.2665,13.33,0.42,0.942,0.944,0.087,152.6,10.6,25.09,23.50,19.38,7.672E+02,1.049E+02,888.00,0.11,0.93,1.00,94.04,0.314,0.600,1.656
CH02_Payerne,CF,8,3,18,0.2665,13.04,0.56,0.947,0.945,0.082,44.5,2.7,21.95,21.44,17.94,7.103E+02,1.551E+02,888.00,0.02,0.92,1.00,18.97,0.063,0.234,0.640
CH02_Payerne,CF,8,3,19,0.2665,12.90,0.49,0.955,0.954,0.069,0.0,0.0,26.19,24.84,26.38,1.045E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,20,0.2665,12.76,0.52,0.963,0.961,0.058,0.0,0.0,29.07,27.67,29.34,1.163E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,21,0.2665,12.62,0.61,0.970,0.967,0.049,0.0,0.0,30.90,29.74,31.36,1.244E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,22,0.2665,12.62,0.58,0.973,0.969,0.046,0.0,0.0,31.44,30.16,31.85,1.263E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
